Americamysis bahia_acute,Americamysis bahia_chronic,Artemia salina_acute,Brachionus plicatilis_acute,Chaetogammarus marinus_acute,Crangon septemspinosa_acute,Crassostrea virginica_acute,Cyprinodon variegatus_acute,Cyprinodon variegatus_chronic,Danio rerio_chronic,Farfantepenaeus duorarum_acute,Fundulus heteroclitus_acute,Fundulus heteroclitus_chronic,Gadus morhua_chronic,Gasterosteus aculeatus_acute,Lepeophtheirus salmonis_acute,Lepomis macrochirus_acute,Litopenaeus vannamei_acute,Menidia beryllina_acute,Menidia menidia_acute,Mytilus galloprovincialis_chronic,Nitocra spinipes_acute,Oncorhynchus mykiss_chronic,Oncorhynchus mykiss_acute,Oryzias melastigma_chronic,Palaemonetes pugio_acute,Palaemonetes pugio_chronic,Palaemonetes sp._acute,Pimephales promelas_acute,Pimephales promelas_chronic,Raphidocelis subcapitata_acute,Rivulus marmoratus_chronic,Scolelepis fulginosa_acute,Skeletonema costatum_acute,Skeletonema costatum_chronic,Dunaliella tertiolecta_acute,Isochrysis galbana_acute,Phaeodactylum tricornutum_acute,smiles,duration,group
,,,,,,,,,,,,,,,,,,,,,,-0.259637311,,,,,,,,,,,,,,,,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,,,,,,,-0.060480747,,,,,,,,,,,,,,,,CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,4,training
,,,,,,,,,,,,,,,,,,,,,,-2.13076828,,,,,,,,,,,,,,,,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,4,training
,,,,,,,,,,,,,,,,,,,,,,1.937517892,,,,,,,,,,,,,,,,CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,,,,,,,1.322219295,,,,,,,,,,,,,,,,CC1=C(C=CC(=C1)OC(=O)NC)N(C)C,4,training
,,,,,,,,,,,,,,,,,,,,,,2.29666519,,,,,,,,,,,,,,,,C(CCl)Cl,1,training
,,,,,,,,,,,,,,,,,,,,,,0.477121255,,,,,,,,,,,,,,,,CCOP(=S)(OCC)SCCSCC,4,training
,,,,,,,,,,,,,,,,,,,,,,-0.769551079,,,,,,,,,,,,,,,,COC(=O)CC(=CC(=O)OC)OP(=O)(OC)OC,1,training
,,,,,,,,,,,,,,,,,,,,,,-1.306273051,,,,,,,,,,,,,,,,C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,1,training
,,,,,,,,,,,,,,,,,,,,,,-1.417936637,,,,,,,,,,,,,,,,C1=CC2=C(C(=O)C=CC2=O)C(=C1)O,2,training
,,,,,,,,,,,,,,,,,,,,,,1.113943352,,,,,,,,,,,,,,,,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC(F)F)OC(F)F,4,training
,,,,,,,,,,,,,,,,,,,,,,1.401400541,,,,,,,,,,,,,,,,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,4,training
,,,,,,,,,,,,,,,,,,,,,,-1.142667504,,,,,,,,,,,,,,,,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,4,training
,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,CN(C)C(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,4,training
,,,,,,,,,,,,,,,,,,,,,,1.707570176,,,,,,,,,,,,,,,,CCC(=O)O,4,training
,,,,,,,,,,,,,,,,,,,,,,-0.187086643,,,,,,,,,,,,,,,,CCCCCCCCC=CCCCCCCCC[N+](C)(C)CC.[Br-],4,training
,,,,,,,,,,,,,,,,,,,,,,2.017033339,,,,,,,,,,,,,,,,CC1=C(C(=CS1)C(=O)OC)S(=O)(=O)NC(=O)N2C(=O)N(C(=N2)OC)C,4,training
,,,,,,,,,,,,,,,,,,,,,,0.826074803,,,,,,,,,,,,,,,,CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O,4,training
,,,,,,,,,,,,,,,,,,,,,,-0.958607315,,,,,,,,,,,,,,,,C1=CC=C(C=C1)Cl,27,training
,,,,,,,,,,,,,,,,,,,,,,-0.958607315,,,,,,,,,,,,,,,,C1=CC=C(C=C1)Cl,23,training
,,,,,,,,,,,,,,,,,,,,,,2.131618664,,,,,,,,,,,,,,,,COC1=C(C=CC(=C1C(=O)O)Cl)Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,-2.017728767,,,,,,,,,,,,,,,,CCCN(CCCl)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,,,,,,,2.025305865,,,,,,,,,,,,,,,,C(C(=O)[O-])NCO.[Na+],4,training
,,,,,,,,,,,,,,,,,,,,,,-1.180456064,,,,,,,,,,,,,,,,C[N+](C)(CC=C)CC=C.[Cl-],4,training
,,,,,,,,,,,,,,,,,,,,,,-0.006123085,,,,,,,,,,,,,,,,C(C=CCl)Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,1.230448921,,,,,,,,,,,,,,,,CNC,4,training
,,,,,,,,,,,,,,,,,,,,,,1.176091259,,,,,,,,,,,,,,,,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,2,training
,,,,,,,,,,,,,,,,,,,,,,1.974511693,,,,,,,,,,,,,,,,Cl[Ni]Cl,2,training
,,,,,,,,,,,,,,,,,,,,,,-0.920818754,,,,,,,,,,,,,,,,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,2,training
,,,,,,,,,,,,,,,,,,,,,,0.146128036,,,,,,,,,,,,,,,,C(CNC(=S)[S-])NC(=S)[S-].[Na+].[Na+],1,training
,,,,,,,,,,,,,,,,,,,,,,0.079181246,,,,,,,,,,,,,,,,C(CNC(=S)[S-])NC(=S)[S-].[Na+].[Na+],2,training
,,,,,,,,,,,,,,,,,,,,,,1.255272505,,,,,,,,,,,,,,,,CC(=O)C(C(=O)NC1=CC(=C(C=C1OC)Cl)OC)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=CC(=C(C=C4OC)Cl)OC)Cl)Cl,2,training
,,,,,,,,,,,,,,,,,,,,,,-0.251811973,,,,,,,,,,,,,,,,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCC[Si](OC)(OC)OC.[Cl-],4,training
,,,,,,,,,,,,,,,,,,,,,,1.804820679,,,,,,,,,,,,,,,,CCCCCC(C)OC(=O)COC1=C2C(=C(C=C1)Cl)C=CC=N2,4,training
,,,,,,,,,,,,,,,,,,,,,,2.255272505,,,,,,,,,,,,,,,,CCCCCCCCCCCCN.C[As](=O)(O)O,4,training
,,,,,,,,,,,,,,,,,,,,,,0.204119983,,,,,,,,,,,,,,,,CC(=NOC(=O)NC)SC,4,training
,,,,,,,,,,,,,,,,,,,,,,0.146128036,,,,,,,,,,,,,,,,CCCCCCCCCCCCN=C(N)N.CC(=O)O,4,training
,,,,,,,,,,,,,,,,,,,,,,2.008600172,,,,,,,,,,,,,,,,C[N+](C)(C)CCCl.[Cl-],28,training
,,,,,,,,,,,,,,,,,,,,,,-1.468521083,,,,,,,,,,,,,,,,COP(=S)(OC)SCC1=CC=C(C=C1)SP(=S)(OC)OC,4,training
,,,,,,,,,,,,,,,,,,,,,,0.113943352,,,,,,,,,,,,,,,,CCCCOCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl,1,training
,,,,,,,,,,,,,,,,,,,,,,2.025305865,,,,,,,,,,,,,,,,CC(C)OC(=O)C=C(C)C=CCC(C)CCCC(C)(C)OC,4,training
,,,,,,,,,,,,,,,,,,,,,,1.267171728,,,,,,,,,,,,,,,,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],0.0417,training
,,,,,,,,,,,,,,,,,,,,,,0.69019608,,,,,,,,,,,,,,,,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,,,,,,,0.301029996,,,,,,,,,,,,,,,,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],0.0417,training
,,,,,,,,,,,,,,,,,,,,,,-0.016824928,,,,,,,,,,,,,,,,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,,,,,,,-1.782516056,,,,,,,,,,,,,,,,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,0.0417,training
,,,,,,,,,,,,,,,,,,,,,,-0.045757491,,,,,,,,,,,,,,,,CCCCOCCOC(=O)C(C)OC1=C(C=C(C=C1)Cl)Cl,2,training
,,,,,,,,,,,,,,,,,,,,,,3.294025094,,,,,,,,,,,,,,,,C1=CC(=NC(=C1Cl)C(=O)O)Cl.C(CO)N,4,training
,,,,,,,,,,,,,,,,,,,,,,-0.568636236,,,,,,,,,,,,,,,,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],4,training
,,,,,,,,,,,,,,,,,,,,,,-0.823908741,,,,,,,,,,,,,,,,CCCCOC(=O)C1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)OCCCC,1,training
,,,,,,,,,,,,,,,,,,,,,,-0.022276395,,,,,,,,,,,,,,,,CCCCOC(C)COC(=O)COC1=C(C=C(C=C1)Cl)Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,-0.251811973,,,,,,,,,,,,,,,,CCOC(=O)C(C)N(C1=CC(=C(C=C1)Cl)Cl)C(=O)C2=CC=CC=C2,1,training
,,,,,,,,,,,,,,,,,,,,,,-1.721246399,,,,,,,,,,,,,,,,C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,-1.251811973,,,,,,,,,,,,,,,,C1N2CN3CN(S2(=O)=O)CN1S3(=O)=O,4,training
,,,,,,,,,,,,,,,,,,,,,,0.949390007,,,,,,,,,,,,,,,,C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl,1,training
,,,,,,,,,,,,,,,,,,,,,,-0.062983893,,,,,,,,,,,,,,,,CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1,4,training
,,,,,,,,,,,,,,,,,,,,,,2.477121255,,,,,,,,,,,,,,,,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],0.0417,training
,,,,,,,,,,,,,,,,,,,,,,-0.913640169,,,,,,,,,,,,,,,,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,0.125,training
,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],0.25,training
,,,,,,,,,,,,,,,,,,,,,,1.653212514,,,,,,,,,,,,,,,,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,,,,,,,-0.950781977,,,,,,,,,,,,,,,,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,0.125,training
,,,,,,,,,,,,,,,,,,,,,,-2.119186408,,,,,,,,,,,,,,,,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,0.612783857,,,,,,,,,,,,,,,,CS(=O)(=O)OC1=C(C=C(C=C1)Cl)Cl,1,training
,,,,,,,,,,,,,,,,,,,,,,-1.705533774,,,,,,,,,,,,,,,,C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,1,training
,,,,,,,,,,,,,,,,,,,,,,0.939519253,,,,,,,,,,,,,,,,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,1,training
,,,,,,,,,,,,,,,,,,,,,,0.146128036,,,,,,,,,,,,,,,,CCCCOCCOC(=O)C(C)OC1=C(C=C(C=C1)Cl)Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,-1.749579998,,,,,,,,,,,,,,,,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,1,training
,,,,,,,,,,,,,,,,,,,,,,0.285557309,,,,,,,,,,,,,,,,C1=CC=C(C=C1)C2=CC(=CC=C2)Cl,1,training
,,,,,,,,,,,,,,,,,,,,,,1.176091259,,,,,,,,,,,,,,,,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-],4,training
,,,,,,,,,,,,,,,,,,,,,,-1.43062609,,,,,,,,,,,,,,,,COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,,,,,,,0.380211242,,,,,,,,,,,,,,,,CC(C(=O)OC)N(C1=CC(=C(C=C1)F)Cl)C(=O)C2=CC=CC=C2,4,training
,,,,,,,,,,,,,,,,,,,,,,0.491361694,,,,,,,,,,,,,,,,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],1,training
,,,,,,,,,,,,,,,,,,,,,,-3.096910013,,,,,,,,,,,,,,,,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,1,training
,,,,,,,,,,,,,,,,,,,,,,-2.823908741,,,,,,,,,,,,,,,,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,4,training
,,,,,,,,,,,,,,,,,,,,,,-2.769551079,,,,,,,,,,,,,,,,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,4,training
,,,,,,,,,,,,,,,,,,,,,,-2.585026652,,,,,,,,,,,,,,,,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,1,training
,,,,,,,,,,,,,,,,,,,,,,-2.22184875,,,,,,,,,,,,,,,,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,4,training
,,,,,,,,,,,,,,,,,,,,,,-0.657577319,,,,,,,,,,,,,,,,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],1,training
,,,,,,,,,,,,,,,,,,,,,,0.924279286,,,,,,,,,,,,,,,,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,1,training
,,,,,,,,,,,,,,,,,,,,,,1.62838893,,,,,,,,,,,,,,,,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,1,training
,,,,,,,,,,,,,,,,,,,,,,-1.677780705,,,,,,,,,,,,,,,,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,1,training
,,,,,,,,,,,,,,,,,,,,,,-2.420216403,,,,,,,,,,,,,,,,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C(C(Br)(Br)Br)Br)C,1,training
,,,,,,,,,,,,,,,,,,,,,,0.460897843,,,,,,,,,,,,,,,,CNC(=O)OC1=CC=CC2=CC=CC=C21,2,training
,,,,,,,,,,,,,,,,,,,,,,0.957607287,,,,,,,,,,,,,,,,CNC(=O)OC1=CC=CC2=CC=CC=C21,0.25,training
,,,,,,,,,,,,,,,,,,,,,,-0.744727495,,,,,,,,,,,,,,,,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,4,training
,,,,,,,,,,,,,,,,,,,,,,1.64147411,,,,,,,,,,,,,,,,C(Cl)(Cl)Cl,2,training
,,,,,,,,,,,,,,,,,,,,,,-1.431798276,,,,,,,,,,,,,,,,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,1,training
,,,,,,,,,,,,,,,,,,,,,,1.342422681,,,,,,,,,,,,,,,,C(C(=O)O)NCP(=O)(O)O,4,training
,,,,,,,,,,,,,,,,,,,,,,0.597695186,,,,,,,,,,,,,,,,Cl[Zn]Cl,6,training
,,,,,,,,,,,,,,,,,,,,,,1.127104798,,,,,,,,,,,,,,,,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,3,training
,,,,,,,,,,,,,,,,,,,,,,2.481442629,,,,,,,,,,,,,,,,CNC.C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,1,training
,,,,,,,,,,,,,,,,,,,,,,0.698970004,,,,,,,,,,,,,,,,CC=C(C)C(=O)OC1CC(C2(COC3C2C14COC(C4C(C3O)(C)C56C7CC(C5(O6)C)C8(C=COC8O7)O)(C(=O)OC)O)C(=O)OC)OC(=O)C,3,training
,,,,,,,,,,,,,,,,,,,,,,-2.408935393,,,,,,,,,,,,,,,,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,3,training
,,,,,,,,,,,,,,,,,,,,,,-2.537602002,,,,,,,,,,,,,,,,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,2,training
,,,,,,,,,,,,,,,,,,,,,,-0.408935393,,,,,,,,,,,,,,,,CCCCCCCCCC1=CC=C(C=C1)O,0.5,training
,,,,,,,,,,,,,,,,,,,,,,-0.679853714,,,,,,,,,,,,,,,,Cl[Zn]Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,-2.15490196,,,,,,,,,,,,,,,,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,4,training
,,,,,,,,,,,,,,,,,,,,,,-0.823908741,,,,,,,,,,,,,,,,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[O-].[Na+],5,training
,,,,,,,,,,,,,,,,,,,,,,1.049218023,,,,,,,,,,,,,,,,CCCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl,0.1875,training
,,,,,,,,,,,,,,,,,,,,,,-3.522878745,,,,,,,,,,,,,,,,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,2,training
,,,,,,,,,,,,,,,,,,,,,,3.322219295,,,,,,,,,,,,,,,,C(#N)[S-].[Na+],1,training
,,,,,,,,,,,,,,,,,,,,,,-1.37675071,,,,,,,,,,,,,,,,C#N,4,training
,,,,,,,,,,,,,,,,,,,,,,-2.251811973,,,,,,,,,,,,,,,,CC(=O)[O-].CC(=O)[O-].[Cd+2],10,training
,,,,,,,,,,,,,,,,,,,,,,0.880813592,,,,,,,,,,,,,,,,C1=C(C(=NC(=C1Cl)Cl)OCC(=O)O)Cl,3,training
,,,,,,,,,,,,,,,,,,,,,,3.310268367,,,,,,,,,,,,,,,,CN1C(=NC(=O)N(C1=O)C2CCCCC2)N(C)C,3,training
,,,,,,,,,,,,,,,,,,,,,,-0.602059991,,,,,,,,,,,,,,,,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,0.75,training
,,,,,,,,,,,,,,,,,,,,,,0.146128036,,,,,,,,,,,,,,,,CC1(C2CCC(=C)C1C2)C,60,training
,,,,,,,,,,,,,,,,,,,,,,-0.657577319,,,,,,,,,,,,,,,,CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O.C(CO)N,4,training
,,,,,,,,,,,,,,,,,,,,,,-1.074172425,,,,,,,,,,,,,,,,Cl[Cu]Cl,5,training
,,,,,,,,,,,,,,,,,,,,,,-0.995678626,,,,,,,,,,,,,,,,Cl[Cu]Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,1.041392685,,,,,,,,,,,,,,,,CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl.[Na+],4,training
,,,,,,,,,,,,,,,,,,,,,,-1.045757491,,,,,,,,,,,,,,,,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,0.662757831,,,,,,,,,,,,,,,,CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl.[Na+],4,training
,,,,,,,,,,,,,,,,,,,,,,1.477121255,,,,,,,,,,,,,,,,CCCCCCCCCCCCCCCCI,4,training
,,,,,,,,,,,,,,,,,,,,,,0.230448921,,,,,,,,,,,,,,,,CC1=CC2=CC=CC=C2C(=C1)C,4,training
,,,,,,,,,,,,,,,,,,,,,,-0.744727495,,,,,,,,,,,,,,,,Cl[Pb]Cl,28,training
,,,,,,,,,,,,,,,,,,,,,,1.113943352,,,,,,,,,,,,,,,,CCNC1=NC(=NC(=N1)Cl)NC(C)C,3,training
,,,,,,,,,,,,,,,,,,,,,,2.222716471,,,,,,,,,,,,,,,,C(#N)[S-].[K+],2,training
,,,,,,,,,,,,,,,,,,,,,,2.775974331,,,,,,,,,,,,,,,,C(#N)[S-].[K+],0.5,training
,,,,,,,,,,,,,,,,,,,,,,-1.698970004,,,,,,,,,,,,,,,,Cl[Cd]Cl,28.0833,training
,,,,,,,,,,,,,,,,,,,,,,3.991226076,,,,,,,,,,,,,,,,CN(C)C=O,4,training
,,,,,,,,,,,,,,,,,,,,,,3.431363764,,,,,,,,,,,,,,,,C(#N)[S-].[Na+],0.5,training
,,,,,,,,,,,,,,,,,,,,,,-2.096910013,,,,,,,,,,,,,,,,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl,10,training
,,,,,,,,,,,,,,,,,,,,,,0.278753601,,,,,,,,,,,,,,,,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,,,,,,,0.071465916,,,,,,,,,,,,,,,,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,-3.522878745,,,,,,,,,,,,,,,,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,15,training
,,,,,,,,,,,,,,,,,,,,,,-0.244125144,,,,,,,,,,,,,,,,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,2,training
,,,,,,,,,,,,,,,,,,,,,,0.924279286,,,,,,,,,,,,,,,,CC1=CC=CC=C1O,4,training
,,,,,,,,,,,,,,,,,,,,,,-0.721246399,,,,,,,,,,,,,,,,CC(C)CCCCCCCCCCNCCCCCCCCCCC(C)C,4,training
,,,,,,,,,,,,,,,,,,,,,,1.875061264,,,,,,,,,,,,,,,,CCCCC(CC)CO,4,training
,,,,,,,,,,,,,,,,,,,,,,-0.540607512,,,,,,,,,,,,,,,,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.[Cl-],4,training
,,,,,,,,,,,,,,,,,,,,,,-0.543633967,,,,,,,,,,,,,,,,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.[Cl-],4,training
,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,C(C(=O)O)NCP(=O)(O)O,4,training
,,,,,,,,,,,,,,,,,,,,,,1.079181246,,,,,,,,,,,,,,,,CCCCOP(=O)(OCCCC)OCCCC,2,training
,,,,,,,,,,,,,,,,,,,,,,-1.251811973,,,,,,,,,,,,,,,,C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,0.924279286,,,,,,,,,,,,,,,,CC1=CC(=CC=C1)C,4,training
,,,,,,,,,,,,,,,,,,,,,,-0.619788758,,,,,,,,,,,,,,,,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,27,training
,,,,,,,,,,,,,,,,,,,,,,-0.455931955,,,,,,,,,,,,,,,,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,14,training
,,,,,,,,,,,,,,,,,,,,,,-0.102372909,,,,,,,,,,,,,,,,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,4,training
,,,,,,,,,,,,,,,,,,,,,,-1.229147988,,,,,,,,,,,,,,,,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O.C(CO)N,0.125,training
,,,,,,,,,,,,,,,,,,,,,,-3.522878745,,,,,,,,,,,,,,,,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,-2.721246399,,,,,,,,,,,,,,,,CC1=C(C=C(C(=C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])Cl)O)C(C)(C)C)Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,-1.086186148,,,,,,,,,,,,,,,,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O.C(CO)N,2,training
,,,,,,,,,,,,,,,,,,,,,,-0.756961951,,,,,,,,,,,,,,,,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,2,training
,,,,,,,,,,,,,,,,,,,,,,0.943988875,,,,,,,,,,,,,,,,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,,,,,,,-0.113509275,,,,,,,,,,,,,,,,CCCCOCCOC(=O)C(C)OC1=CC(=C(C=C1Cl)Cl)Cl,0.5,training
,,,,,,,,,,,,,,,,,,,,,,0.892094603,,,,,,,,,,,,,,,,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,2,training
,,,,,,,,,,,,,,,,,,,,,,-1.982966661,,,,,,,,,,,,,,,,CC1=C(C=C(C(=C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])Cl)O)C(C)(C)C)Cl,1,training
,,,,,,,,,,,,,,,,,,,,,,0.703291378,,,,,,,,,,,,,,,,C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],0.1667,training
,,,,,,,,,,,,,,,,,,,,,,0.863917377,,,,,,,,,,,,,,,,CN1CCCC1C2=CN=CC=C2.CN1CCCC1C2=CN=CC=C2.OS(=O)(=O)O,4,training
,,,,,,,,,,,,,,,,,,,,,,-0.13667714,,,,,,,,,,,,,,,,C1=C(C=C(C(=C1Cl)O)Cl)Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,-0.619788758,,,,,,,,,,,,,,,,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,1,training
,,,,,,,,,,,,,,,,,,,,,,3.903089987,,,,,,,,,,,,,,,,CC(=O)C,4,training
,,,,,,,,,,,,,,,,,,,,,,-0.289036881,,,,,,,,,,,,,,,,Cl[Cu]Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,0.505149978,,,,,,,,,,,,,,,,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,4,training
,,,,,,,,,,,,,,,,,,,,,,0.414973348,,,,,,,,,,,,,,,,C1=CC(=C(C=C1N)Cl)Cl,2,training
,,,,,,,,,,,,,,,,,,,,,,-2.853871964,,,,,,,,,,,,,,,,C1C2C(COS(=O)(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,4,training
,,,,,,,,,,,,,,,,,,,,,,0.122870923,,,,,,,,,,,,,,,,C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br,4,training
